Starting Dynare (version 6.1).
Calling Dynare with arguments: -ID:\BIG12-Calibrated-KB/eagleParsingTemp/submodules savemacro
EAKRW_rer           		 0.98014
EAKUS_rer           		 1.30531
EAK_sx              		 1
EAKEAA_tot          		 1
EAKEAB_tot          		 1
EAKEAC_tot          		 1
EAKEAD_tot          		 1
EAKEAE_tot          		 1
EAKEAF_tot          		 1
EAKEAG_tot          		 1
EAKEAH_tot          		 1
EAKEAI_tot          		 1
EAKEAJ_tot          		 1
EAKEAL_tot          		 1.00567
EAKRW_tot           		 1.03648
EAKUS_tot           		 1.40435
EAKEAA_weight       		 0.0790839
EAKEAB_weight       		 0.0790839
EAKEAC_weight       		 0.0790839
EAKEAD_weight       		 0.0790839
EAKEAE_weight       		 0.0790839
EAKEAF_weight       		 0.0790839
EAKEAG_weight       		 0.0790839
EAKEAH_weight       		 0.0790839
EAKEAI_weight       		 0.0790839
EAKEAJ_weight       		 0.0790839
EAKEAL_weight       		 0.0787645
EAKRW_weight        		 0.0777095
EAKUS_weight        		 0.0526868
EAKEAA_weightex     		 0.0784261
EAKEAB_weightex     		 0.0784261
EAKEAC_weightex     		 0.0784261
EAKEAD_weightex     		 0.0784261
EAKEAE_weightex     		 0.0784261
EAKEAF_weightex     		 0.0784261
EAKEAG_weightex     		 0.0784261
EAKEAH_weightex     		 0.0784261
EAKEAI_weightex     		 0.0784261
EAKEAJ_weightex     		 0.0784261
EAKEAL_weightex     		 0.0784597
EAKRW_weightex      		 0.0798398
EAKUS_weightex      		 0.0574393
EAKEAA_weightim     		 0.0797442
EAKEAB_weightim     		 0.0797442
EAKEAC_weightim     		 0.0797442
EAKEAD_weightim     		 0.0797442
EAKEAE_weightim     		 0.0797442
EAKEAF_weightim     		 0.0797442
EAKEAG_weightim     		 0.0797442
EAKEAH_weightim     		 0.0797442
EAKEAI_weightim     		 0.0797442
EAKEAJ_weightim     		 0.0797442
EAKEAL_weightim     		 0.0790704
EAKRW_weightim      		 0.0755712
EAKUS_weightim      		 0.0479164
EAK_b               		 8.56661
EAK_bf              		 -0.412216
EAK_by              		 2.4
EAK_c               		 1.91798
EAK_ci              		 2.17352
EAK_cj              		 1.15136
EAK_cy              		 0.537337
EAK_d               		 0.163569
EAK_dn              		 0.163569
EAK_dt              		 -2.82707e-09
EAK_etot            		 1.02135
EAK_ex              		 1.91731
EAK_fh              		 6.78992
EAK_fi              		 14.2917
EAK_fj              		 0.529324
EAK_fn              		 8.56823
EAK_cg              		 0.740764
EAK_gammab          		 0
EAK_gammai          		 0
EAK_gammaider       		 0
EAK_gammau          		 0
EAK_gammauder       		 0.0324171
EAK_gammav          		 0.000200902
EAK_gammavi         		 0.000104746
EAK_gammavider      		 0.00232797
EAK_gammavj         		 0.000104746
EAK_gammavjder      		 0.00232797
EAK_gh              		 8.1479
EAK_gi              		 5.9105
EAK_gj              		 3.71926
EAK_gn              		 12.8523
EAK_cgy             		 0.2
EAK_ht              		 0.775876
EAK_htc             		 0.271418
EAK_hti             		 0.129995
EAK_htcg            		 0.312053
EAK_htig            		 0.0624106
EAK_i               		 0.804544
EAK_ig              		 0.148153
EAK_ii              		 1.07272
EAK_im              		 1.86475
EAK_imc             		 1.02242
EAK_imi             		 0.489685
EAK_imcg            		 0.293871
EAK_imig            		 0.0587743
EAK_imy             		 0.48763
EAK_internalrer     		 1.2263
EAK_igy             		 0.04
EAK_k               		 32.1817
EAK_kd              		 32.1817
EAK_kdn             		 8.99232
EAK_kdt             		 23.1894
EAK_ki              		 42.909
EAK_lambdai         		 1.29043
EAK_lambdaj         		 2.43606
EAK_lcy             		 0.667922
EAK_m               		 0.835618
EAK_mcn             		 0.75938
EAK_mct             		 0.75938
EAK_mi              		 0.946951
EAK_mj              		 0.501619
EAK_nd              		 1.92742
EAK_ndi             		 0.921516
EAK_ndj             		 1.09346
EAK_ndn             		 0.538566
EAK_ndt             		 1.38886
EAK_ni              		 0.921516
EAK_nj              		 1.09346
EAK_nt              		 0.979082
EAK_ntc             		 0.629047
EAK_nti             		 0.186507
EAK_ntcg            		 0.136273
EAK_ntig            		 0.0272545
EAK_pex             		 0.911256
EAK_pht             		 0.911256
EAK_phttilde        		 0.911256
EAK_pi              		 0.979408
EAK_pcg             		 0.963713
EAK_pig             		 0.963713
EAK_pic             		 1.00496
EAK_pic4            		 1.02
EAK_piex4           		 1.02
EAK_piht            		 1.00496
EAK_piimc           		 1.00496
EAK_piimi           		 1.00496
EAK_piimcg          		 1.00496
EAK_piimig          		 1.00496
EAK_piimc4          		 1.02
EAK_pim             		 0.933402
EAK_pimc            		 0.933402
EAK_pimi            		 0.933402
EAK_pimcg           		 0.933402
EAK_pimig           		 0.933402
EAK_pint            		 1.00496
EAK_piw             		 1.00496
EAK_piw4            		 1.02
EAK_pnt             		 1.13907
EAK_pnttilde        		 1.13907
EAK_pttc            		 0.928865
EAK_ptti            		 0.928865
EAK_pttcg           		 0.922163
EAK_pttig           		 0.922163
EAK_py              		 0.971995
EAK_q               		 0.979408
EAK_qc              		 1.91818
EAK_qi              		 0.804544
EAK_qcg             		 0.740764
EAK_qig             		 0.148153
EAK_r               		 1.01242
EAK_reer            		 1.01277
EAK_rer             		 1.30531
EAK_rerdep          		 1
EAK_rk              		 0.0317495
EAK_rp              		 0
EAK_rr              		 1.00742
EAK_rrstar          		 1.00742
EAK_sh              		 1
EAK_si              		 1
EAK_sj              		 1
EAK_snt             		 1
EAK_t               		 0
EAK_tauc            		 0.183
EAK_taud            		 0
EAK_tauk            		 0
EAK_taun            		 0.122
EAK_tauwf           		 0.219
EAK_tauwh           		 0.118
EAK_tb              		 0.0065994
EAK_tby             		 0.00184887
EAK_ti              		 0
EAK_tj              		 0
EAK_tot             		 1.40435
EAK_tr              		 0.333396
EAK_tri             		 0.222264
EAK_trj             		 0.666793
EAK_try             		 0.0934018
EAK_ttc             		 1.29368
EAK_tti             		 0.619607
EAK_ttcg            		 0.605815
EAK_ttig            		 0.121163
EAK_ty              		 0
EAK_u               		 1
EAK_utili           		 -93.5118
EAK_utilj           		 -203.579
EAK_vj              		 2.29529
EAK_w               		 1.01471
EAK_wcst            		 0
EAK_whty            		 0.574241
EAK_wi              		 1.1259
EAK_witilde         		 1.1259
EAK_wj              		 0.839754
EAK_wjtilde         		 0.839754
EAK_wnty            		 0.490019
EAK_wy              		 0.547927
EAK_y               		 3.67226
EAK_ygap            		 0
EAK_ygrowth         		 1
EAK_ygrowth4        		 1
EAK_yhty            		 0.687556
EAK_ynty            		 0.312444
EAK_yshare          		 0.0665152
EAK_ysn             		 0.979082
EAK_yst             		 2.69318
EAK_zcon            		 1
EAK_zinv            		 1
EAK_zn              		 1
EAK_zt              		 1
EAK_gammav1         		 0.0308642
EAK_gammav2         		 0.150338
EAK_nutc            		 0.2
EAK_nuti            		 0.2
EAK_nutcg           		 0.5
EAK_nutig           		 0.5
EAK_psit            		 0.2
EAKEAA_rerbar       		 1
EAKEAB_rerbar       		 1
EAKEAC_rerbar       		 1
EAKEAD_rerbar       		 1
EAKEAE_rerbar       		 1
EAKEAF_rerbar       		 1
EAKEAG_rerbar       		 1
EAKEAH_rerbar       		 1
EAKEAI_rerbar       		 1
EAKEAJ_rerbar       		 1
EAKEAL_rerbar       		 1.00262
EAKRW_rerbar        		 0.98014
EAKUS_rerbar        		 1.30531
EAK_pibar           		 0.979408
EAK_psinbar         		 0.274143
EAK_psitbar         		 0.538636
EAK_pybar           		 0.971995
EAK_qbar            		 0.979408
EAK_trybar          		 0.0934035
EAK_ybar            		 3.67226
EAK_ynbar           		 0.979082
EAK_ytbar           		 2.69318
EALEAA_excy         		 0.0210348
EALEAB_excy         		 0.0210348
EALEAC_excy         		 0.0210348
EALEAD_excy         		 0.0210348
EALEAE_excy         		 0.0210348
EALEAF_excy         		 0.0210348
EALEAG_excy         		 0.0210348
EALEAH_excy         		 0.0210348
EALEAI_excy         		 0.0210348
EALEAJ_excy         		 0.0210348
EALEAK_excy         		 0.0210348
EALRW_excy          		 0.0161833
EALUS_excy          		 0.00601516
EALEAA_exiy         		 0.0100746
EALEAB_exiy         		 0.0100746
EALEAC_exiy         		 0.0100746
EALEAD_exiy         		 0.0100746
EALEAE_exiy         		 0.0100746
EALEAF_exiy         		 0.0100746
EALEAG_exiy         		 0.0100746
EALEAH_exiy         		 0.0100746
EALEAI_exiy         		 0.0100746
EALEAJ_exiy         		 0.0100746
EALEAK_exiy         		 0.0100746
EALRW_exiy          		 0.012746
EALUS_exiy          		 0.00477575
EAL_fx              		 5.6331
EALEAA_gammaimc     		 0
EALEAB_gammaimc     		 0
EALEAC_gammaimc     		 0
EALEAD_gammaimc     		 0
EALEAE_gammaimc     		 0
EALEAF_gammaimc     		 0
EALEAG_gammaimc     		 0
EALEAH_gammaimc     		 0
EALEAI_gammaimc     		 0
EALEAJ_gammaimc     		 0
EALEAK_gammaimc     		 0
EALRW_gammaimc      		 0
EALUS_gammaimc      		 0
EALEAA_gammaimcdag  		 1
EALEAB_gammaimcdag  		 1
EALEAC_gammaimcdag  		 1
EALEAD_gammaimcdag  		 1
EALEAE_gammaimcdag  		 1
EALEAF_gammaimcdag  		 1
EALEAG_gammaimcdag  		 1
EALEAH_gammaimcdag  		 1
EALEAI_gammaimcdag  		 1
EALEAJ_gammaimcdag  		 1
EALEAK_gammaimcdag  		 1
EALRW_gammaimcdag   		 1
EALUS_gammaimcdag   		 1
EALEAA_gammaimi     		 0
EALEAB_gammaimi     		 0
EALEAC_gammaimi     		 0
EALEAD_gammaimi     		 0
EALEAE_gammaimi     		 0
EALEAF_gammaimi     		 0
EALEAG_gammaimi     		 0
EALEAH_gammaimi     		 0
EALEAI_gammaimi     		 0
EALEAJ_gammaimi     		 0
EALEAK_gammaimi     		 0
EALRW_gammaimi      		 0
EALUS_gammaimi      		 0
EALEAA_gammaimidag  		 1
EALEAB_gammaimidag  		 1
EALEAC_gammaimidag  		 1
EALEAD_gammaimidag  		 1
EALEAE_gammaimidag  		 1
EALEAF_gammaimidag  		 1
EALEAG_gammaimidag  		 1
EALEAH_gammaimidag  		 1
EALEAI_gammaimidag  		 1
EALEAJ_gammaimidag  		 1
EALEAK_gammaimidag  		 1
EALRW_gammaimidag   		 1
EALUS_gammaimidag   		 1
EALEAA_gammaimcg    		 0
EALEAB_gammaimcg    		 0
EALEAC_gammaimcg    		 0
EALEAD_gammaimcg    		 0
EALEAE_gammaimcg    		 0
EALEAF_gammaimcg    		 0
EALEAG_gammaimcg    		 0
EALEAH_gammaimcg    		 0
EALEAI_gammaimcg    		 0
EALEAJ_gammaimcg    		 0
EALEAK_gammaimcg    		 0
EALRW_gammaimcg     		 0
EALUS_gammaimcg     		 0
EALEAA_gammaimcgdag 		 1
EALEAB_gammaimcgdag 		 1
EALEAC_gammaimcgdag 		 1
EALEAD_gammaimcgdag 		 1
EALEAE_gammaimcgdag 		 1
EALEAF_gammaimcgdag 		 1
EALEAG_gammaimcgdag 		 1
EALEAH_gammaimcgdag 		 1
EALEAI_gammaimcgdag 		 1
EALEAJ_gammaimcgdag 		 1
EALEAK_gammaimcgdag 		 1
EALRW_gammaimcgdag  		 1
EALUS_gammaimcgdag  		 1
EALEAA_gammaimig    		 0
EALEAB_gammaimig    		 0
EALEAC_gammaimig    		 0
EALEAD_gammaimig    		 0
EALEAE_gammaimig    		 0
EALEAF_gammaimig    		 0
EALEAG_gammaimig    		 0
EALEAH_gammaimig    		 0
EALEAI_gammaimig    		 0
EALEAJ_gammaimig    		 0
EALEAK_gammaimig    		 0
EALRW_gammaimig     		 0
EALUS_gammaimig     		 0
EALEAA_gammaimigdag 		 1
EALEAB_gammaimigdag 		 1
EALEAC_gammaimigdag 		 1
EALEAD_gammaimigdag 		 1
EALEAE_gammaimigdag 		 1
EALEAF_gammaimigdag 		 1
EALEAG_gammaimigdag 		 1
EALEAH_gammaimigdag 		 1
EALEAI_gammaimigdag 		 1
EALEAJ_gammaimigdag 		 1
EALEAK_gammaimigdag 		 1
EALRW_gammaimigdag  		 1
EALUS_gammaimigdag  		 1
EAL_gx              		 6.75972
EALEAA_im           		 0.152993
EALEAB_im           		 0.152993
EALEAC_im           		 0.152993
EALEAD_im           		 0.152993
EALEAE_im           		 0.152993
EALEAF_im           		 0.152993
EALEAG_im           		 0.152993
EALEAH_im           		 0.152993
EALEAI_im           		 0.152993
EALEAJ_im           		 0.152993
EALEAK_im           		 0.152993
EALRW_im            		 0.139884
EALUS_im            		 0.0654607
EALEAA_imc          		 0.0850765
EALEAB_imc          		 0.0850765
EALEAC_imc          		 0.0850765
EALEAD_imc          		 0.0850765
EALEAE_imc          		 0.0850765
EALEAF_imc          		 0.0850765
EALEAG_imc          		 0.0850765
EALEAH_imc          		 0.0850765
EALEAI_imc          		 0.0850765
EALEAJ_imc          		 0.0850765
EALEAK_imc          		 0.0850765
EALRW_imc           		 0.0777867
EALUS_imc           		 0.0364014
EALEAJ_imcy         		 0.0216112
EALEAA_imi          		 0.0401509
EALEAB_imi          		 0.0401509
EALEAC_imi          		 0.0401509
EALEAD_imi          		 0.0401509
EALEAE_imi          		 0.0401509
EALEAF_imi          		 0.0401509
EALEAG_imi          		 0.0401509
EALEAH_imi          		 0.0401509
EALEAI_imi          		 0.0401509
EALEAJ_imi          		 0.0401509
EALEAK_imi          		 0.0401509
EALRW_imi           		 0.0367106
EALUS_imi           		 0.0171792
EALEAJ_imiy         		 0.0101992
EALEAA_imcg         		 0.0242127
EALEAB_imcg         		 0.0242127
EALEAC_imcg         		 0.0242127
EALEAD_imcg         		 0.0242127
EALEAE_imcg         		 0.0242127
EALEAF_imcg         		 0.0242127
EALEAG_imcg         		 0.0242127
EALEAH_imcg         		 0.0242127
EALEAI_imcg         		 0.0242127
EALEAJ_imcg         		 0.0242127
EALEAK_imcg         		 0.0242127
EALRW_imcg          		 0.022138
EALUS_imcg          		 0.0103598
EALEAJ_imcgy        		 0.00615053
EALEAA_imig         		 0.00355333
EALEAB_imig         		 0.00355333
EALEAC_imig         		 0.00355333
EALEAD_imig         		 0.00355333
EALEAE_imig         		 0.00355333
EALEAF_imig         		 0.00355333
EALEAG_imig         		 0.00355333
EALEAH_imig         		 0.00355333
EALEAI_imig         		 0.00355333
EALEAJ_imig         		 0.00355333
EALEAK_imig         		 0.00355333
EALRW_imig          		 0.00324886
EALUS_imig          		 0.00152035
EALEAJ_imigy        		 0.000902619
EAL_piex            		 1.00496
EAL_pextilde        		 0.914029
EALEAA_rer          		 0.997386
EALEAB_rer          		 0.997386
EALEAC_rer          		 0.997386
EALEAD_rer          		 0.997386
EALEAE_rer          		 0.997386
EALEAF_rer          		 0.997386
EALEAG_rer          		 0.997386
EALEAH_rer          		 0.997386
EALEAI_rer          		 0.997386
EALEAJ_rer          		 0.997386
EALEAK_rer          		 0.997386
EALRW_rer           		 0.977577
EALUS_rer           		 1.3019
EAL_sx              		 1
EALEAA_tot          		 0.994359
EALEAB_tot          		 0.994359
EALEAC_tot          		 0.994359
EALEAD_tot          		 0.994359
EALEAE_tot          		 0.994359
EALEAF_tot          		 0.994359
EALEAG_tot          		 0.994359
EALEAH_tot          		 0.994359
EALEAI_tot          		 0.994359
EALEAJ_tot          		 0.994359
EALEAK_tot          		 0.994359
EALRW_tot           		 1.03064
EALUS_tot           		 1.39643
EALEAA_weight       		 0.0790625
EALEAB_weight       		 0.0790625
EALEAC_weight       		 0.0790625
EALEAD_weight       		 0.0790625
EALEAE_weight       		 0.0790625
EALEAF_weight       		 0.0790625
EALEAG_weight       		 0.0790625
EALEAH_weight       		 0.0790625
EALEAI_weight       		 0.0790625
EALEAJ_weight       		 0.0790625
EALEAK_weight       		 0.0790625
EALRW_weight        		 0.0776715
EALUS_weight        		 0.0526413
EALEAA_weightex     		 0.078428
EALEAB_weightex     		 0.078428
EALEAC_weightex     		 0.078428
EALEAD_weightex     		 0.078428
EALEAE_weightex     		 0.078428
EALEAF_weightex     		 0.078428
EALEAG_weightex     		 0.078428
EALEAH_weightex     		 0.078428
EALEAI_weightex     		 0.078428
EALEAJ_weightex     		 0.078428
EALEAK_weightex     		 0.078428
EALRW_weightex      		 0.0798446
EALUS_weightex      		 0.057447
EALEAA_weightim     		 0.0796905
EALEAB_weightim     		 0.0796905
EALEAC_weightim     		 0.0796905
EALEAD_weightim     		 0.0796905
EALEAE_weightim     		 0.0796905
EALEAF_weightim     		 0.0796905
EALEAG_weightim     		 0.0796905
EALEAH_weightim     		 0.0796905
EALEAI_weightim     		 0.0796905
EALEAJ_weightim     		 0.0796905
EALEAK_weightim     		 0.0796905
EALRW_weightim      		 0.0755203
EALUS_weightim      		 0.0478841
EAL_b               		 8.58708
EAL_bf              		 1.10476
EAL_by              		 2.4
EAL_c               		 1.9482
EAL_ci              		 2.21109
EAL_cj              		 1.15952
EAL_cy              		 0.544502
EAL_d               		 0.169931
EAL_dn              		 0.169931
EAL_dt              		 -3.34402e-09
EAL_etot            		 1.01512
EAL_ex              		 1.88972
EAL_fh              		 6.64633
EAL_fi              		 14.9861
EAL_fj              		 0.55504
EAL_fn              		 8.90151
EAL_cg              		 0.742023
EAL_gammab          		 0
EAL_gammai          		 0
EAL_gammaider       		 0
EAL_gammau          		 0
EAL_gammauder       		 0.0324171
EAL_gammav          		 0.000204067
EAL_gammavi         		 0.000104746
EAL_gammavider      		 0.00232797
EAL_gammavj         		 0.000104746
EAL_gammavjder      		 0.00232797
EAL_gh              		 7.9756
EAL_gi              		 5.90268
EAL_gj              		 3.75196
EAL_gn              		 13.3523
EAL_cgy             		 0.2
EAL_ht              		 0.757164
EAL_htc             		 0.272616
EAL_hti             		 0.128658
EAL_htcg            		 0.310345
EAL_htig            		 0.0455446
EAL_i               		 0.805462
EAL_ig              		 0.142052
EAL_ii              		 1.07395
EAL_im              		 1.87514
EAL_imc             		 1.04272
EAL_imi             		 0.492103
EAL_imcg            		 0.296759
EAL_imig            		 0.0435507
EAL_imy             		 0.487681
EAL_internalrer     		 1.23227
EAL_igy             		 0.04
EAL_k               		 32.2185
EAL_kd              		 32.2185
EAL_kdn             		 9.34681
EAL_kdt             		 22.8717
EAL_ki              		 42.958
EAL_lambdai         		 1.2685
EAL_lambdaj         		 2.41892
EAL_lcy             		 0.666754
EAL_m               		 0.848783
EAL_mcn             		 0.761691
EAL_mct             		 0.761691
EAL_mi              		 0.96332
EAL_mj              		 0.505173
EAL_nd              		 1.91988
EAL_ndi             		 0.915962
EAL_ndj             		 1.0918
EAL_ndn             		 0.55697
EAL_ndt             		 1.36291
EAL_ni              		 0.915962
EAL_nj              		 1.0918
EAL_nt              		 1.01408
EAL_ntc             		 0.637987
EAL_nti             		 0.18639
EAL_ntcg            		 0.136344
EAL_ntig            		 0.0533576
EAL_pex             		 0.914029
EAL_pht             		 0.914029
EAL_phttilde        		 0.914029
EAL_pi              		 0.978914
EAL_pcg             		 0.964376
EAL_pig             		 1.0075
EAL_pic             		 1.00496
EAL_pic4            		 1.02
EAL_piex4           		 1.02
EAL_piht            		 1.00496
EAL_piimc           		 1.00496
EAL_piimi           		 1.00496
EAL_piimcg          		 1.00496
EAL_piimig          		 1.00496
EAL_piimc4          		 1.02
EAL_pim             		 0.930544
EAL_pimc            		 0.930544
EAL_pimi            		 0.930544
EAL_pimcg           		 0.930544
EAL_pimig           		 0.930544
EAL_pint            		 1.00496
EAL_piw             		 1.00496
EAL_piw4            		 1.02
EAL_pnt             		 1.14254
EAL_pnttilde        		 1.14254
EAL_pttc            		 0.927181
EAL_ptti            		 0.927181
EAL_pttcg           		 0.922194
EAL_pttig           		 0.922194
EAL_py              		 0.977326
EAL_q               		 0.978914
EAL_qc              		 1.9484
EAL_qi              		 0.805462
EAL_qcg             		 0.742023
EAL_qig             		 0.142052
EAL_r               		 1.01242
EAL_reer            		 1.0099
EAL_rer             		 1.3019
EAL_rerdep          		 1
EAL_rk              		 0.0317335
EAL_rp              		 0
EAL_rr              		 1.00742
EAL_rrstar          		 1.00742
EAL_sh              		 1
EAL_si              		 1
EAL_sj              		 1
EAL_snt             		 1
EAL_t               		 0
EAL_tauc            		 0.183
EAL_taud            		 0
EAL_tauk            		 0
EAL_taun            		 0.122
EAL_tauwf           		 0.219
EAL_tauwh           		 0.118
EAL_tb              		 -0.0176404
EAL_tby             		 -0.00493033
EAL_ti              		 0
EAL_tj              		 0
EAL_tot             		 1.39643
EAL_tr              		 0.337365
EAL_tri             		 0.22491
EAL_trj             		 0.67473
EAL_try             		 0.0942884
EAL_ttc             		 1.31525
EAL_tti             		 0.62072
EAL_ttcg            		 0.607043
EAL_ttig            		 0.0890864
EAL_ty              		 0
EAL_u               		 1
EAL_utili           		 -90.5474
EAL_utilj           		 -202.349
EAL_vj              		 2.29529
EAL_w               		 1.01935
EAL_wcst            		 0
EAL_whty            		 0.574241
EAL_wi              		 1.1316
EAL_witilde         		 1.1316
EAL_wj              		 0.843124
EAL_wjtilde         		 0.843124
EAL_wnty            		 0.490019
EAL_wy              		 0.546968
EAL_y               		 3.66096
EAL_ygap            		 0
EAL_ygrowth         		 1
EAL_ygrowth4        		 1
EAL_yhty            		 0.676177
EAL_ynty            		 0.323823
EAL_yshare          		 0.0668488
EAL_ysn             		 1.01408
EAL_yst             		 2.64688
EAL_zcon            		 1
EAL_zinv            		 1
EAL_zn              		 1
EAL_zt              		 1
EAL_gammav1         		 0.0308642
EAL_gammav2         		 0.150338
EAL_nutc            		 0.2
EAL_nuti            		 0.2
EAL_nutcg           		 0.5
EAL_nutig           		 0.5
EAL_psit            		 0.2
EALEAA_rerbar       		 0.997386
EALEAB_rerbar       		 0.997386
EALEAC_rerbar       		 0.997386
EALEAD_rerbar       		 0.997386
EALEAE_rerbar       		 0.997386
EALEAF_rerbar       		 0.997386
EALEAG_rerbar       		 0.997386
EALEAH_rerbar       		 0.997386
EALEAI_rerbar       		 0.997386
EALEAJ_rerbar       		 0.997386
EALEAK_rerbar       		 0.997386
EALRW_rerbar        		 0.977577
EALUS_rerbar        		 1.3019
EAL_pibar           		 0.978914
EAL_psinbar         		 0.283942
EAL_psitbar         		 0.529376
EAL_pybar           		 0.977326
EAL_qbar            		 0.978914
EAL_trybar          		 0.0942901
EAL_ybar            		 3.66096
EAL_ynbar           		 1.01408
EAL_ytbar           		 2.64688
RWEAA_excy          		 0.0158645
RWEAB_excy          		 0.0158645
RWEAC_excy          		 0.0158645
RWEAD_excy          		 0.0158645
RWEAE_excy          		 0.0158645
RWEAF_excy          		 0.0158645
RWEAG_excy          		 0.0158645
RWEAH_excy          		 0.0158645
RWEAI_excy          		 0.0158645
RWEAJ_excy          		 0.0158645
RWEAK_excy          		 0.0158645
RWEAL_excy          		 0.0161615
RWUS_excy           		 0.00453664
RWEAA_exiy          		 0.00759829
RWEAB_exiy          		 0.00759829
RWEAC_exiy          		 0.00759829
RWEAD_exiy          		 0.00759829
RWEAE_exiy          		 0.00759829
RWEAF_exiy          		 0.00759829
RWEAG_exiy          		 0.00759829
RWEAH_exiy          		 0.00759829
RWEAI_exiy          		 0.00759829
RWEAJ_exiy          		 0.00759829
RWEAK_exiy          		 0.00759829
RWEAL_exiy          		 0.00762724
RWUS_exiy           		 0.00360187
RW_fx               		 5.52547
RWEAA_gammaimc      		 0
RWEAB_gammaimc      		 0
RWEAC_gammaimc      		 0
RWEAD_gammaimc      		 0
RWEAE_gammaimc      		 0
RWEAF_gammaimc      		 0
RWEAG_gammaimc      		 0
RWEAH_gammaimc      		 0
RWEAI_gammaimc      		 0
RWEAJ_gammaimc      		 0
RWEAK_gammaimc      		 0
RWEAL_gammaimc      		 0
RWUS_gammaimc       		 0
RWEAA_gammaimcdag   		 1
RWEAB_gammaimcdag   		 1
RWEAC_gammaimcdag   		 1
RWEAD_gammaimcdag   		 1
RWEAE_gammaimcdag   		 1
RWEAF_gammaimcdag   		 1
RWEAG_gammaimcdag   		 1
RWEAH_gammaimcdag   		 1
RWEAI_gammaimcdag   		 1
RWEAJ_gammaimcdag   		 1
RWEAK_gammaimcdag   		 1
RWEAL_gammaimcdag   		 1
RWUS_gammaimcdag    		 1
RWEAA_gammaimi      		 0
RWEAB_gammaimi      		 0
RWEAC_gammaimi      		 0
RWEAD_gammaimi      		 0
RWEAE_gammaimi      		 0
RWEAF_gammaimi      		 0
RWEAG_gammaimi      		 0
RWEAH_gammaimi      		 0
RWEAI_gammaimi      		 0
RWEAJ_gammaimi      		 0
RWEAK_gammaimi      		 0
RWEAL_gammaimi      		 0
RWUS_gammaimi       		 0
RWEAA_gammaimidag   		 1
RWEAB_gammaimidag   		 1
RWEAC_gammaimidag   		 1
RWEAD_gammaimidag   		 1
RWEAE_gammaimidag   		 1
RWEAF_gammaimidag   		 1
RWEAG_gammaimidag   		 1
RWEAH_gammaimidag   		 1
RWEAI_gammaimidag   		 1
RWEAJ_gammaimidag   		 1
RWEAK_gammaimidag   		 1
RWEAL_gammaimidag   		 1
RWUS_gammaimidag    		 1
RWEAA_gammaimcg     		 0
RWEAB_gammaimcg     		 0
RWEAC_gammaimcg     		 0
RWEAD_gammaimcg     		 0
RWEAE_gammaimcg     		 0
RWEAF_gammaimcg     		 0
RWEAG_gammaimcg     		 0
RWEAH_gammaimcg     		 0
RWEAI_gammaimcg     		 0
RWEAJ_gammaimcg     		 0
RWEAK_gammaimcg     		 0
RWEAL_gammaimcg     		 0
RWUS_gammaimcg      		 0
RWEAA_gammaimcgdag  		 1
RWEAB_gammaimcgdag  		 1
RWEAC_gammaimcgdag  		 1
RWEAD_gammaimcgdag  		 1
RWEAE_gammaimcgdag  		 1
RWEAF_gammaimcgdag  		 1
RWEAG_gammaimcgdag  		 1
RWEAH_gammaimcgdag  		 1
RWEAI_gammaimcgdag  		 1
RWEAJ_gammaimcgdag  		 1
RWEAK_gammaimcgdag  		 1
RWEAL_gammaimcgdag  		 1
RWUS_gammaimcgdag   		 1
RWEAA_gammaimig     		 0
RWEAB_gammaimig     		 0
RWEAC_gammaimig     		 0
RWEAD_gammaimig     		 0
RWEAE_gammaimig     		 0
RWEAF_gammaimig     		 0
RWEAG_gammaimig     		 0
RWEAH_gammaimig     		 0
RWEAI_gammaimig     		 0
RWEAJ_gammaimig     		 0
RWEAK_gammaimig     		 0
RWEAL_gammaimig     		 0
RWUS_gammaimig      		 0
RWEAA_gammaimigdag  		 1
RWEAB_gammaimigdag  		 1
RWEAC_gammaimigdag  		 1
RWEAD_gammaimigdag  		 1
RWEAE_gammaimigdag  		 1
RWEAF_gammaimigdag  		 1
RWEAG_gammaimigdag  		 1
RWEAH_gammaimigdag  		 1
RWEAI_gammaimigdag  		 1
RWEAJ_gammaimigdag  		 1
RWEAK_gammaimigdag  		 1
RWEAL_gammaimigdag  		 1
RWUS_gammaimigdag   		 1
RW_gx               		 6.63056
RWEAA_im            		 0.146669
RWEAB_im            		 0.146669
RWEAC_im            		 0.146669
RWEAD_im            		 0.146669
RWEAE_im            		 0.146669
RWEAF_im            		 0.146669
RWEAG_im            		 0.146669
RWEAH_im            		 0.146669
RWEAI_im            		 0.146669
RWEAJ_im            		 0.146669
RWEAK_im            		 0.146669
RWEAL_im            		 0.14461
RWUS_im             		 0.0627548
RWEAA_imc           		 0.0642515
RWEAB_imc           		 0.0642515
RWEAC_imc           		 0.0642515
RWEAD_imc           		 0.0642515
RWEAE_imc           		 0.0642515
RWEAF_imc           		 0.0642515
RWEAG_imc           		 0.0642515
RWEAH_imc           		 0.0642515
RWEAI_imc           		 0.0642515
RWEAJ_imc           		 0.0642515
RWEAK_imc           		 0.0642515
RWEAL_imc           		 0.0633493
RWUS_imc            		 0.0274911
RWEAK_imcy          		 0.0128795
RWEAA_imi           		 0.0506047
RWEAB_imi           		 0.0506047
RWEAC_imi           		 0.0506047
RWEAD_imi           		 0.0506047
RWEAE_imi           		 0.0506047
