"Variables ->","EA_pic4","RA_by","RA_igy","RA_pic4","RA_tby","AT_by","AT_igy","AT_pic4","AT_tby","BE_by","BE_igy","BE_pic4","BE_tby","ES_by","ES_igy","ES_pic4","ES_tby","FI_by","FI_igy","FI_pic4","FI_tby","FR_by","FR_igy","FR_pic4","FR_tby","GR_by","GR_igy","GR_pic4","GR_tby","IT_by","IT_igy","IT_pic4","IT_tby","NL_by","NL_igy","NL_pic4","NL_tby","PT_by","PT_igy","PT_pic4","PT_tby","DE_by","DE_igy","DE_pic4","DE_tby","RU_by","RU_igy","RU_pic4","RU_tby","RW_by","RW_igy","RW_pic4","RW_tby","US_by","US_igy","US_pic4","US_tby","RA_r","RA_rr","AT_r","AT_rr","BE_r","BE_rr","ES_r","ES_rr","FI_r","FI_rr","FR_r","FR_rr","GR_r","GR_rr","IT_r","IT_rr","NL_r","NL_rr","PT_r","PT_rr","DE_r","DE_rr","RU_r","RU_rr","RW_r","RW_rr","US_r","US_rr","EA_y","RA_c","RA_ci","RA_cj","RA_cg","RA_i","RA_ig","RA_nd","RA_reer","RA_tot","RA_w","RA_y","RA_ysn","RA_yst","AT_c","AT_ci","AT_cj","AT_cg","AT_i","AT_ig","AT_nd","AT_reer","AT_tot","AT_w","AT_y","AT_ysn","AT_yst","BE_c","BE_ci","BE_cj","BE_cg","BE_i","BE_ig","BE_nd","BE_reer","BE_tot","BE_w","BE_y","BE_ysn","BE_yst","ES_c","ES_ci","ES_cj","ES_cg","ES_i","ES_ig","ES_nd","ES_reer","ES_tot","ES_w","ES_y","ES_ysn","ES_yst","FI_c","FI_ci","FI_cj","FI_cg","FI_i","FI_ig","FI_nd","FI_reer","FI_tot","FI_w","FI_y","FI_ysn","FI_yst","FR_c","FR_ci","FR_cj","FR_cg","FR_i","FR_ig","FR_nd","FR_reer","FR_tot","FR_w","FR_y","FR_ysn","FR_yst","GR_c","GR_ci","GR_cj","GR_cg","GR_i","GR_ig","GR_nd","GR_reer","GR_tot","GR_w","GR_y","GR_ysn","GR_yst","IT_c","IT_ci","IT_cj","IT_cg","IT_i","IT_ig","IT_nd","IT_reer","IT_tot","IT_w","IT_y","IT_ysn","IT_yst","NL_c","NL_ci","NL_cj","NL_cg","NL_i","NL_ig","NL_nd","NL_reer","NL_tot","NL_w","NL_y","NL_ysn","NL_yst","PT_c","PT_ci","PT_cj","PT_cg","PT_i","PT_ig","PT_nd","PT_reer","PT_tot","PT_w","PT_y","PT_ysn","PT_yst","DE_c","DE_ci","DE_cj","DE_cg","DE_i","DE_ig","DE_nd","DE_reer","DE_tot","DE_w","DE_y","DE_ysn","DE_yst","RU_c","RU_ci","RU_cj","RU_cg","RU_i","RU_ig","RU_nd","RU_reer","RU_tot","RU_w","RU_y","RU_ysn","RU_yst","RW_c","RW_ci","RW_cj","RW_cg","RW_i","RW_ig","RW_nd","RW_reer","RW_tot","RW_w","RW_y","RW_ysn","RW_yst","US_c","US_ci","US_cj","US_cg","US_i","US_ig","US_nd","US_reer","US_w","US_y","US_ysn","US_yst"
"6Q1",-0.007,-0.007,0.000,-0.007,0.001,-0.069,0.000,-0.005,-0.009,-0.055,0.000,-0.005,-0.005,-0.074,0.000,-0.004,-0.006,-0.102,0.000,-0.003,-0.003,-0.086,0.000,-0.005,-0.007,-0.038,0.000,-0.007,-0.009,2.929,0.000,-0.021,0.104,-0.059,0.000,-0.004,-0.003,-0.066,0.000,-0.004,-0.006,-0.063,-0.000,-0.003,-0.004,0.007,0.000,-0.002,-0.006,0.014,0.000,-0.001,-0.004,0.013,0.000,-0.001,-0.002,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,-0.005,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.002,0.000,-0.001,0.000,-0.000,0.000,0.061,0.010,0.012,0.004,-0.003,-0.013,-0.002,-0.004,-0.002,0.004,0.007,-0.009,-0.004,-0.010,0.015,0.016,0.010,-0.005,0.051,-0.004,-0.002,-0.002,0.005,0.016,-0.000,0.017,-0.006,0.011,0.012,0.007,0.001,0.028,0.001,-0.000,-0.004,0.004,0.010,-0.000,0.013,-0.005,0.009,0.008,0.014,-0.001,0.056,0.000,-0.001,-0.005,0.002,0.016,0.002,0.014,-0.002,0.012,0.011,0.013,0.001,0.038,0.002,0.003,-0.002,-0.001,0.014,0.005,0.015,0.001,0.014,0.015,0.012,-0.002,0.058,-0.001,-0.000,-0.004,0.003,0.017,0.003,0.016,-0.002,0.009,0.009,0.008,-0.002,0.086,-0.000,-0.007,-0.003,0.006,0.016,-0.003,0.013,-0.009,0.122,0.188,-0.190,0.028,0.503,0.059,0.004,0.177,0.351,0.224,0.355,0.185,0.419,0.010,0.010,0.009,0.002,0.021,0.002,-0.000,-0.005,0.002,0.010,0.001,0.011,-0.002,0.008,0.007,0.012,-0.000,0.058,0.001,-0.000,-0.004,0.001,0.015,0.002,0.013,-0.003,0.012,0.013,0.009,-0.002,0.020,-0.001,-0.001,-0.006,-0.002,0.014,-0.001,0.011,-0.005,0.005,0.006,-0.001,-0.003,0.022,-0.003,-0.004,-0.007,0.007,0.001,-0.006,0.004,-0.009,0.000,0.001,-0.002,-0.001,0.019,-0.001,-0.000,-0.013,0.003,-0.000,-0.002,0.001,-0.005,0.001,0.001,-0.002,-0.001,-0.003,-0.001,-0.002,-0.009,-0.001,-0.004,-0.000,-0.006
"6Q2",-0.006,-0.005,0.000,-0.007,-0.001,-0.068,0.000,-0.005,-0.009,-0.052,0.000,-0.005,-0.006,-0.071,0.000,-0.005,-0.007,-0.099,0.000,-0.004,-0.004,-0.083,0.000,-0.005,-0.007,-0.036,0.000,-0.007,-0.010,2.608,0.000,-0.012,0.110,-0.055,0.000,-0.005,-0.004,-0.063,0.000,-0.005,-0.007,-0.059,-0.000,-0.003,-0.005,0.005,0.000,-0.001,-0.006,0.013,0.000,-0.001,-0.004,0.012,0.000,-0.001,-0.002,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,-0.010,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.002,0.000,-0.001,0.000,-0.000,0.000,0.064,0.011,0.013,0.003,-0.004,-0.008,-0.003,-0.004,-0.002,0.004,0.007,-0.009,-0.003,-0.010,0.014,0.015,0.009,-0.005,0.051,-0.004,-0.003,-0.002,0.005,0.015,-0.000,0.016,-0.006,0.010,0.012,0.006,0.000,0.029,0.001,-0.002,-0.004,0.003,0.010,-0.001,0.012,-0.005,0.008,0.007,0.012,-0.001,0.054,0.000,-0.003,-0.005,0.003,0.015,0.001,0.013,-0.003,0.011,0.010,0.012,0.000,0.035,0.001,0.000,-0.003,-0.001,0.013,0.003,0.013,-0.000,0.013,0.014,0.011,-0.003,0.056,-0.002,-0.002,-0.004,0.003,0.016,0.002,0.015,-0.003,0.008,0.008,0.007,-0.002,0.088,-0.000,-0.008,-0.003,0.008,0.014,-0.003,0.012,-0.009,0.132,0.192,-0.155,0.029,0.570,0.051,0.039,0.176,0.326,0.234,0.373,0.202,0.437,0.009,0.009,0.008,0.001,0.019,0.002,-0.002,-0.006,0.002,0.010,-0.001,0.010,-0.003,0.007,0.006,0.011,-0.001,0.057,0.000,-0.003,-0.005,0.002,0.014,0.001,0.012,-0.004,0.012,0.013,0.008,-0.002,0.021,-0.001,-0.002,-0.007,-0.002,0.013,-0.002,0.010,-0.006,0.005,0.006,-0.000,-0.003,0.024,-0.003,-0.003,-0.007,0.007,0.002,-0.005,0.004,-0.008,0.000,0.001,-0.001,-0.001,0.020,-0.001,-0.000,-0.012,0.004,-0.000,-0.002,0.001,-0.005,0.001,0.001,-0.002,-0.001,-0.001,-0.001,-0.001,-0.008,-0.001,-0.003,-0.000,-0.006
"6Q3",-0.005,-0.003,0.000,-0.006,-0.002,-0.067,0.000,-0.005,-0.009,-0.049,0.000,-0.005,-0.006,-0.067,0.000,-0.005,-0.007,-0.095,0.000,-0.005,-0.005,-0.080,0.000,-0.005,-0.008,-0.034,0.000,-0.007,-0.011,2.290,0.000,-0.004,0.112,-0.051,0.000,-0.005,-0.005,-0.060,0.000,-0.006,-0.008,-0.056,-0.000,-0.004,-0.006,0.004,0.000,-0.000,-0.006,0.011,0.000,-0.001,-0.004,0.011,0.000,-0.000,-0.002,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,-0.014,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.002,0.000,-0.001,0.000,-0.000,0.000,0.065,0.011,0.013,0.003,-0.004,-0.003,-0.004,-0.004,-0.002,0.003,0.007,-0.010,-0.001,-0.011,0.013,0.015,0.009,-0.005,0.050,-0.004,-0.003,-0.003,0.005,0.014,-0.000,0.015,-0.006,0.010,0.011,0.006,-0.000,0.028,-0.000,-0.003,-0.005,0.003,0.009,-0.002,0.011,-0.006,0.007,0.007,0.011,-0.002,0.051,-0.000,-0.004,-0.005,0.003,0.014,0.000,0.012,-0.004,0.010,0.010,0.011,-0.000,0.032,0.001,-0.002,-0.004,-0.001,0.012,0.002,0.012,-0.001,0.012,0.013,0.010,-0.003,0.053,-0.002,-0.004,-0.005,0.004,0.015,0.001,0.014,-0.003,0.007,0.008,0.006,-0.002,0.088,-0.001,-0.009,-0.003,0.009,0.013,-0.003,0.012,-0.009,0.140,0.195,-0.122,0.030,0.628,0.045,0.064,0.173,0.302,0.245,0.385,0.216,0.448,0.008,0.009,0.007,0.000,0.018,0.001,-0.004,-0.006,0.002,0.009,-0.001,0.009,-0.004,0.006,0.005,0.010,-0.001,0.055,0.000,-0.004,-0.005,0.002,0.013,-0.000,0.011,-0.005,0.011,0.013,0.007,-0.002,0.021,-0.002,-0.004,-0.008,-0.003,0.013,-0.003,0.010,-0.007,0.005,0.006,-0.000,-0.003,0.026,-0.003,-0.002,-0.006,0.007,0.002,-0.004,0.005,-0.007,0.000,0.000,-0.001,-0.001,0.021,-0.001,0.000,-0.011,0.004,-0.000,-0.002,0.001,-0.004,0.001,0.001,-0.002,-0.001,0.001,-0.001,-0.001,-0.008,-0.001,-0.003,-0.000,-0.006
"6Q4",-0.004,-0.002,0.000,-0.006,-0.003,-0.065,0.000,-0.005,-0.009,-0.046,0.000,-0.006,-0.007,-0.063,0.000,-0.006,-0.007,-0.089,0.000,-0.005,-0.005,-0.076,0.000,-0.006,-0.008,-0.032,0.000,-0.007,-0.011,1.980,0.000,0.002,0.112,-0.046,0.000,-0.006,-0.005,-0.056,0.000,-0.006,-0.008,-0.052,-0.000,-0.004,-0.006,0.002,0.000,0.000,-0.006,0.009,0.000,-0.000,-0.004,0.010,0.000,-0.000,-0.002,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,-0.016,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.002,0.000,-0.001,0.000,-0.000,0.000,0.066,0.011,0.014,0.003,-0.005,0.000,-0.004,-0.005,-0.003,0.003,0.006,-0.010,-0.000,-0.011,0.012,0.014,0.008,-0.005,0.048,-0.004,-0.004,-0.003,0.005,0.013,-0.000,0.014,-0.005,0.009,0.010,0.005,-0.001,0.028,-0.000,-0.003,-0.005,0.003,0.008,-0.002,0.010,-0.006,0.007,0.006,0.010,-0.002,0.048,-0.001,-0.006,-0.006,0.004,0.013,-0.000,0.011,-0.004,0.009,0.009,0.010,-0.000,0.029,0.000,-0.003,-0.004,-0.000,0.011,0.001,0.010,-0.002,0.012,0.012,0.009,-0.003,0.049,-0.002,-0.005,-0.005,0.005,0.014,0.001,0.013,-0.003,0.007,0.007,0.005,-0.002,0.087,-0.001,-0.009,-0.002,0.010,0.012,-0.003,0.011,-0.008,0.147,0.197,-0.091,0.031,0.678,0.042,0.081,0.169,0.279,0.255,0.392,0.229,0.453,0.008,0.008,0.006,0.000,0.016,0.001,-0.005,-0.006,0.002,0.008,-0.002,0.008,-0.005,0.005,0.005,0.009,-0.001,0.053,-0.000,-0.005,-0.005,0.003,0.012,-0.001,0.010,-0.005,0.011,0.012,0.007,-0.003,0.021,-0.002,-0.005,-0.008,-0.003,0.012,-0.003,0.009,-0.008,0.005,0.006,0.000,-0.003,0.027,-0.003,-0.002,-0.006,0.006,0.002,-0.003,0.005,-0.006,0.000,0.000,-0.000,-0.001,0.022,-0.001,0.001,-0.010,0.004,0.000,-0.001,0.001,-0.003,0.001,0.001,-0.001,-0.001,0.002,-0.001,-0.001,-0.008,-0.001,-0.003,0.000,-0.006
"7Q1",-0.003,-0.002,0.000,-0.005,-0.004,-0.064,0.000,-0.004,-0.009,-0.043,0.000,-0.006,-0.007,-0.059,0.000,-0.006,-0.007,-0.084,0.000,-0.006,-0.005,-0.072,0.000,-0.006,-0.007,-0.031,0.000,-0.007,-0.011,1.683,0.000,0.006,0.109,-0.042,0.000,-0.006,-0.005,-0.052,0.000,-0.006,-0.008,-0.048,-0.000,-0.004,-0.007,0.000,0.000,0.000,-0.005,0.007,0.000,-0.000,-0.003,0.009,0.000,-0.000,-0.003,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,-0.018,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.001,0.000,-0.001,0.000,-0.000,0.000,0.066,0.011,0.014,0.002,-0.005,0.004,-0.005,-0.005,-0.003,0.002,0.006,-0.009,0.001,-0.011,0.012,0.013,0.008,-0.005,0.047,-0.005,-0.004,-0.004,0.005,0.013,-0.000,0.014,-0.005,0.009,0.010,0.005,-0.001,0.027,-0.001,-0.004,-0.005,0.003,0.008,-0.002,0.010,-0.006,0.006,0.006,0.008,-0.002,0.045,-0.001,-0.006,-0.006,0.005,0.012,-0.000,0.010,-0.004,0.008,0.008,0.009,-0.001,0.026,0.000,-0.004,-0.005,0.001,0.010,0.000,0.009,-0.003,0.011,0.012,0.008,-0.003,0.046,-0.002,-0.005,-0.005,0.005,0.013,0.001,0.012,-0.003,0.007,0.007,0.005,-0.002,0.085,-0.001,-0.009,-0.002,0.011,0.011,-0.002,0.011,-0.007,0.153,0.199,-0.063,0.031,0.720,0.039,0.091,0.165,0.258,0.265,0.395,0.239,0.454,0.007,0.008,0.005,-0.000,0.015,0.000,-0.005,-0.006,0.003,0.007,-0.002,0.007,-0.005,0.005,0.004,0.007,-0.001,0.050,-0.001,-0.006,-0.005,0.004,0.011,-0.001,0.009,-0.005,0.011,0.012,0.006,-0.003,0.021,-0.002,-0.006,-0.009,-0.003,0.011,-0.004,0.009,-0.008,0.005,0.005,0.000,-0.003,0.027,-0.003,-0.001,-0.006,0.006,0.002,-0.003,0.005,-0.005,0.000,0.000,-0.000,-0.001,0.022,-0.001,0.001,-0.009,0.004,0.000,-0.001,0.001,-0.003,0.001,0.001,-0.001,-0.001,0.003,-0.001,-0.001,-0.008,-0.001,-0.003,0.000,-0.005
"7Q2",-0.003,-0.002,0.000,-0.005,-0.005,-0.063,0.000,-0.004,-0.008,-0.039,0.000,-0.006,-0.007,-0.054,0.000,-0.006,-0.007,-0.078,0.000,-0.006,-0.005,-0.068,0.000,-0.006,-0.007,-0.029,0.000,-0.007,-0.010,1.400,0.000,0.009,0.105,-0.038,0.000,-0.006,-0.005,-0.047,0.000,-0.007,-0.007,-0.045,-0.000,-0.005,-0.007,-0.002,0.000,0.001,-0.005,0.005,0.000,-0.000,-0.003,0.008,0.000,0.000,-0.003,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,-0.018,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.001,0.000,-0.001,0.000,-0.000,0.000,0.066,0.011,0.014,0.002,-0.005,0.007,-0.005,-0.005,-0.004,0.002,0.006,-0.009,0.002,-0.011,0.011,0.012,0.007,-0.005,0.044,-0.004,-0.004,-0.004,0.005,0.012,0.000,0.013,-0.004,0.008,0.009,0.004,-0.001,0.026,-0.001,-0.004,-0.005,0.004,0.007,-0.002,0.009,-0.006,0.006,0.005,0.008,-0.002,0.042,-0.001,-0.007,-0.006,0.006,0.011,-0.001,0.009,-0.004,0.008,0.007,0.008,-0.001,0.023,-0.000,-0.005,-0.005,0.001,0.009,-0.000,0.008,-0.003,0.010,0.011,0.008,-0.003,0.042,-0.002,-0.006,-0.005,0.006,0.012,0.001,0.011,-0.003,0.006,0.006,0.005,-0.002,0.083,-0.001,-0.009,-0.002,0.012,0.011,-0.001,0.010,-0.006,0.158,0.199,-0.037,0.031,0.754,0.037,0.096,0.161,0.239,0.273,0.395,0.247,0.451,0.007,0.007,0.005,-0.001,0.014,-0.000,-0.006,-0.006,0.003,0.006,-0.002,0.006,-0.005,0.004,0.004,0.007,-0.002,0.048,-0.001,-0.007,-0.004,0.005,0.010,-0.001,0.008,-0.005,0.010,0.012,0.005,-0.003,0.021,-0.002,-0.006,-0.009,-0.002,0.010,-0.004,0.008,-0.008,0.004,0.005,0.001,-0.003,0.026,-0.002,-0.001,-0.005,0.006,0.002,-0.002,0.005,-0.005,0.000,0.000,0.000,-0.001,0.021,-0.001,0.001,-0.008,0.004,0.000,-0.001,0.001,-0.002,0.001,0.001,-0.001,-0.001,0.004,-0.001,-0.001,-0.008,-0.001,-0.003,0.000,-0.005
"7Q3",-0.003,-0.002,0.000,-0.005,-0.005,-0.061,0.000,-0.004,-0.008,-0.036,0.000,-0.006,-0.006,-0.049,0.000,-0.006,-0.007,-0.072,0.000,-0.006,-0.005,-0.064,0.000,-0.006,-0.007,-0.028,0.000,-0.007,-0.010,1.136,0.000,0.011,0.100,-0.034,0.000,-0.006,-0.005,-0.043,0.000,-0.007,-0.007,-0.041,-0.000,-0.005,-0.007,-0.003,0.000,0.001,-0.005,0.004,0.000,0.000,-0.003,0.007,0.000,0.000,-0.003,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.006,-0.018,-0.006,0.000,-0.006,0.000,-0.006,0.000,-0.001,0.000,-0.001,0.000,-0.000,0.000,0.066,0.011,0.014,0.002,-0.005,0.009,-0.005,-0.005,-0.004,0.002,0.006,-0.009,0.002,-0.011,0.011,0.012,0.007,-0.005,0.042,-0.004,-0.004,-0.004,0.005,0.012,0.000,0.012,-0.004,0.008,0.009,0.004,-0.001,0.025,-0.001,-0.004,-0.005,0.004,0.007,-0.002,0.008,-0.005,0.005,0.005,0.007,-0.002,0.039,-0.001,-0.007,-0.005,0.007,0.010,-0.000,0.008,-0.004,0.007,0.007,0.007,-0.001,0.021,-0.000,-0.005,-0.005,0.002,0.008,-0.000,0.007,-0.003,0.010,0.010,0.007,-0.003,0.039,-0.002,-0.006,-0.005,0.007,0.011,0.001,0.010,-0.003,0.006,0.006,0.004,-0.002,0.080,-0.001,-0.008,-0.002,0.012,0.010,-0.001,0.010,-0.005,0.163,0.200,-0.014,0.030,0.781,0.035,0.097,0.156,0.222,0.281,0.393,0.253,0.445,0.006,0.007,0.004,-0.001,0.013,-0.000,-0.006,-0.006,0.003,0.006,-0.002,0.005,-0.005,0.004,0.004,0.006,-0.002,0.045,-0.001,-0.007,-0.004,0.006,0.009,-0.001,0.008,-0.004,0.010,0.012,0.005,-0.003,0.021,-0.003,-0.006,-0.009,-0.002,0.010,-0.004,0.008,-0.008,0.004,0.005,0.001,-0.003,0.025,-0.002,-0.000,-0.005,0.006,0.002,-0.002,0.004,-0.004,0.000,0.000,0.000,-0.001,0.020,-0.001,0.001,-0.007,0.005,0.000,-0.000,0.001,-0.002,0.001,0.001,-0.001,-0.001,0.004,-0.001,-0.001,-0.008,-0.001,-0.003,0.000,-0.005
"7Q4",-0.003,-0.002,0.000,-0.005,-0.006,-0.060,0.000,-0.004,-0.007,-0.033,0.000,-0.006,-0.006,-0.045,0.000,-0.006,-0.006,-0.065,0.000,-0.006,-0.004,-0.059,0.000,-0.006,-0.006,-0.027,0.000,-0.006,-0.009,0.889,0.000,0.012,0.095,-0.030,0.000,-0.006,-0.004,-0.038,0.000,-0.007,-0.007,-0.038,-0.000,-0.005,-0.007,-0.005,0.000,0.001,-0.004,0.002,0.000,0.000,-0.003,0.007,0.000,0.000,-0.003,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,-0.018,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.000,0.000,-0.001,0.000,-0.000,0.000,0.065,0.011,0.014,0.002,-0.005,0.011,-0.005,-0.005,-0.004,0.001,0.006,-0.009,0.003,-0.010,0.010,0.011,0.007,-0.005,0.040,-0.004,-0.004,-0.004,0.005,0.011,0.001,0.011,-0.003,0.007,0.009,0.004,-0.002,0.024,-0.001,-0.004,-0.005,0.004,0.006,-0.002,0.008,-0.005,0.005,0.005,0.006,-0.002,0.036,-0.001,-0.007,-0.005,0.007,0.009,-0.000,0.007,-0.003,0.007,0.007,0.007,-0.001,0.018,-0.000,-0.006,-0.005,0.003,0.007,-0.000,0.006,-0.003,0.009,0.010,0.006,-0.003,0.036,-0.002,-0.006,-0.005,0.007,0.010,0.001,0.009,-0.002,0.006,0.006,0.004,-0.002,0.077,-0.001,-0.007,-0.001,0.013,0.009,-0.000,0.010,-0.004,0.166,0.199,0.008,0.030,0.800,0.034,0.094,0.152,0.208,0.287,0.389,0.258,0.437,0.006,0.007,0.003,-0.001,0.012,-0.001,-0.006,-0.006,0.004,0.005,-0.002,0.005,-0.004,0.004,0.004,0.005,-0.002,0.042,-0.001,-0.007,-0.004,0.007,0.008,-0.001,0.007,-0.004,0.010,0.012,0.005,-0.003,0.021,-0.003,-0.007,-0.009,-0.002,0.009,-0.004,0.008,-0.008,0.004,0.005,0.001,-0.002,0.024,-0.002,-0.000,-0.005,0.005,0.002,-0.001,0.004,-0.003,0.000,0.000,0.001,-0.001,0.019,-0.001,0.001,-0.007,0.005,0.000,-0.000,0.001,-0.002,0.001,0.001,-0.001,-0.001,0.004,-0.001,-0.001,-0.007,-0.001,-0.003,0.000,-0.005
"8Q1",-0.003,-0.002,0.000,-0.005,-0.006,-0.058,0.000,-0.004,-0.006,-0.030,0.000,-0.006,-0.006,-0.041,0.000,-0.006,-0.006,-0.060,0.000,-0.006,-0.004,-0.055,0.000,-0.006,-0.005,-0.026,0.000,-0.006,-0.008,0.663,0.000,0.013,0.089,-0.026,0.000,-0.006,-0.004,-0.034,0.000,-0.007,-0.006,-0.035,-0.000,-0.005,-0.008,-0.006,0.000,0.001,-0.004,0.001,0.000,0.000,-0.002,0.006,0.000,0.000,-0.003,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,-0.017,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.000,0.000,-0.001,0.000,-0.000,0.000,0.064,0.011,0.014,0.002,-0.005,0.013,-0.005,-0.005,-0.004,0.001,0.005,-0.009,0.004,-0.010,0.010,0.010,0.007,-0.004,0.037,-0.004,-0.004,-0.004,0.005,0.011,0.001,0.011,-0.002,0.007,0.008,0.003,-0.002,0.024,-0.002,-0.004,-0.005,0.004,0.006,-0.002,0.007,-0.005,0.005,0.005,0.005,-0.002,0.033,-0.001,-0.007,-0.005,0.008,0.008,0.000,0.007,-0.003,0.006,0.006,0.006,-0.001,0.016,-0.001,-0.006,-0.005,0.003,0.007,-0.000,0.006,-0.002,0.009,0.010,0.006,-0.003,0.033,-0.002,-0.006,-0.005,0.008,0.010,0.001,0.009,-0.001,0.006,0.006,0.004,-0.002,0.074,-0.001,-0.007,-0.001,0.013,0.009,0.001,0.009,-0.003,0.169,0.199,0.027,0.029,0.814,0.033,0.090,0.147,0.195,0.292,0.383,0.262,0.429,0.006,0.007,0.003,-0.001,0.011,-0.001,-0.005,-0.006,0.004,0.005,-0.002,0.005,-0.004,0.004,0.003,0.005,-0.002,0.040,-0.001,-0.007,-0.004,0.008,0.008,-0.000,0.007,-0.003,0.010,0.012,0.004,-0.003,0.022,-0.003,-0.007,-0.009,-0.002,0.009,-0.004,0.008,-0.008,0.004,0.004,0.001,-0.002,0.023,-0.002,-0.000,-0.005,0.005,0.003,-0.001,0.004,-0.003,0.000,0.000,0.001,-0.001,0.018,-0.001,0.001,-0.006,0.005,0.001,-0.000,0.001,-0.001,0.001,0.001,-0.001,-0.001,0.005,-0.001,-0.001,-0.007,-0.001,-0.003,0.001,-0.005
"8Q2",-0.003,-0.002,0.000,-0.005,-0.006,-0.056,0.000,-0.004,-0.006,-0.027,0.000,-0.006,-0.005,-0.037,0.000,-0.006,-0.005,-0.054,0.000,-0.006,-0.004,-0.052,0.000,-0.006,-0.005,-0.025,0.000,-0.006,-0.007,0.455,0.000,0.012,0.083,-0.023,0.000,-0.006,-0.004,-0.031,0.000,-0.007,-0.006,-0.032,-0.000,-0.005,-0.008,-0.007,0.000,0.001,-0.003,0.000,0.000,0.000,-0.002,0.006,0.000,0.000,-0.003,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,-0.016,-0.005,0.000,-0.005,0.000,-0.005,0.000,0.000,0.000,-0.001,0.000,-0.000,0.000,0.064,0.011,0.014,0.002,-0.005,0.015,-0.005,-0.005,-0.004,0.001,0.005,-0.008,0.004,-0.010,0.009,0.010,0.006,-0.004,0.035,-0.004,-0.004,-0.004,0.005,0.010,0.001,0.010,-0.002,0.007,0.008,0.003,-0.002,0.023,-0.002,-0.004,-0.005,0.004,0.006,-0.001,0.007,-0.004,0.005,0.005,0.005,-0.002,0.031,-0.001,-0.006,-0.005,0.008,0.008,0.000,0.006,-0.002,0.006,0.006,0.006,-0.001,0.015,-0.001,-0.005,-0.004,0.004,0.006,-0.000,0.005,-0.002,0.009,0.009,0.006,-0.003,0.030,-0.002,-0.005,-0.004,0.008,0.009,0.002,0.008,-0.001,0.005,0.006,0.004,-0.001,0.071,-0.001,-0.006,-0.001,0.014,0.009,0.001,0.009,-0.002,0.171,0.198,0.044,0.029,0.822,0.032,0.083,0.143,0.185,0.296,0.377,0.264,0.419,0.006,0.007,0.003,-0.001,0.011,-0.001,-0.005,-0.006,0.004,0.004,-0.002,0.004,-0.003,0.004,0.003,0.004,-0.002,0.038,-0.001,-0.006,-0.003,0.008,0.007,0.000,0.006,-0.002,0.010,0.012,0.004,-0.003,0.022,-0.003,-0.006,-0.009,-0.002,0.008,-0.004,0.008,-0.008,0.004,0.004,0.002,-0.002,0.021,-0.002,0.000,-0.004,0.005,0.003,-0.001,0.004,-0.002,0.000,0.000,0.001,-0.001,0.016,-0.001,0.001,-0.006,0.005,0.001,0.000,0.001,-0.001,0.001,0.001,-0.001,-0.001,0.005,-0.001,-0.001,-0.007,-0.000,-0.002,0.001,-0.005
